priority,APN,COUNTY,Issue_Category,Num_Years_Lost,Total_Units_CSV,Years_Lost,Years_In_FC,spatial_parent_apns,match_types,Suggested_Action
HIGH: UNKNOWN + no genealogy,1319-30-622-006,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-622-008,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-622-010,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-622-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-623-001,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-623-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-624-001,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-624-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-624-002,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-624-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-624-003,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-624-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-624-004,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-624-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-625-001,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-625-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-625-002,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-625-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-625-003,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-625-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-625-004,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-625-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-626-001,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-626-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-626-002,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-626-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-626-003,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-626-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-626-004,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-626-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,027-621-15,EL,UNKNOWN,4,4,"[2012, 2015, 2016, 2017]","[2013, 2014]","027-131-03, 027-631-12",intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,036-350-08,EL,UNKNOWN,4,4,"[2012, 2015, 2016, 2017]","[2013, 2014]",036-530-28,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-19-715-004,DG,UNKNOWN,4,4,"[2012, 2013, 2014, 2015]","[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-19-715-003,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-515-002,DG,UNKNOWN,4,4,"[2012, 2013, 2014, 2015]","[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-515-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-515-003,DG,UNKNOWN,4,4,"[2012, 2013, 2014, 2015]","[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-515-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,1319-30-515-004,DG,UNKNOWN,4,4,"[2012, 2013, 2014, 2015]","[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-515-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
HIGH: UNKNOWN + no genealogy,035-296-14,EL,UNKNOWN,2,2,"[2012, 2015]","[2013, 2014, 2016, 2017]",035-301-01,closest_15.2m,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  NEW + no genealogy,015-370-30,,PARCEL_NEW,6,6,"[2012, 2013, 2014, 2015, 2016, 2017]",NEVER,015-370-11,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  NEW + no genealogy,025-735-11,,PARCEL_NEW,6,6,"[2012, 2013, 2014, 2015, 2016, 2017]",NEVER,025-735-05,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),032-402-012,EL,PARCEL_SPLIT,5,1325,"[2021, 2022, 2023, 2024, 2025]",[2018],032-301-011,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-22-002-002,DG,PARCEL_SPLIT,5,770,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]","1318-22-310-011, 1318-22-310-012, 1318-22-316-002",intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),032-390-008,EL,PARCEL_SPLIT,5,390,"[2021, 2022, 2023, 2024, 2025]",[2018],032-202-004,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),025-920-001,EL,PARCEL_SPLIT,5,315,"[2021, 2022, 2023, 2024, 2025]",[2018],025-021-077,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),027-323-010,,PARCEL_NEW,5,240,"[2021, 2022, 2023, 2024, 2025]",NEVER,027-323-019,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),023-850-004,EL,PARCEL_SPLIT,5,170,"[2021, 2022, 2023, 2024, 2025]",[2018],023-221-039,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),023-840-011,EL,PARCEL_SPLIT,5,155,"[2021, 2022, 2023, 2024, 2025]",[2018],023-181-046,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),031-370-018,EL,PARCEL_SPLIT,5,110,"[2021, 2022, 2023, 2024, 2025]",[2018],031-290-034,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),023-880-018,EL,PARCEL_SPLIT,5,90,"[2021, 2022, 2023, 2024, 2025]",[2018],023-241-010,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),023-870-003,EL,PARCEL_SPLIT,5,85,"[2021, 2022, 2023, 2024, 2025]",[2018],023-181-029,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),117-230-004,PL,UNKNOWN,9,72,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]","[2013, 2014, 2023, 2024, 2025]",117-230-008,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),027-670-003,EL,PARCEL_SPLIT,5,65,"[2021, 2022, 2023, 2024, 2025]",[2018],027-322-021,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),032-440-017,EL,PARCEL_SPLIT,5,65,"[2021, 2022, 2023, 2024, 2025]",[2018],032-161-009,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-10-802-003,DG,PARCEL_SPLIT,12,61,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",[2013],"1418-10-802-008, 1418-10-802-009, 1418-10-802-010, 1418-10-802-012",intersect,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),032-450-004,EL,PARCEL_SPLIT,5,50,"[2021, 2022, 2023, 2024, 2025]",[2018],032-191-014,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-124-018,PL,PARCEL_SPLIT,8,48,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",090-124-046,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-10-802-011,DG,UNKNOWN,12,48,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]","[2024, 2025]",1418-10-802-004,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),025-041-010,EL,PARCEL_SPLIT,1,41,[2025],"[2018, 2019, 2020]",025-041-023,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),032-460-003,EL,PARCEL_SPLIT,5,40,"[2021, 2022, 2023, 2024, 2025]",[2018],032-211-013,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-10-802-008,DG,PARCEL_SPLIT,5,40,"[2021, 2022, 2023, 2024, 2025]","[2012, 2014, 2015, 2016]","1418-10-802-010, 1418-10-802-012",intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-222-007,PL,PARCEL_SPLIT,5,35,"[2021, 2022, 2023, 2024, 2025]","[2013, 2014]",090-222-051,intersect,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-134-046,PL,PARCEL_SPLIT,8,32,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",090-134-058,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-10-310-010,DG,PARCEL_SPLIT,8,32,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]","1318-10-310-082, 1318-10-310-091",intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),095-130-007,PL,PARCEL_SPLIT,5,25,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",095-130-014,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-032-01,WA,PARCEL_NEW,6,24,"[2012, 2013, 2014, 2015, 2016, 2017]",NEVER,123-032-20,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),094-171-007,PL,UNKNOWN,12,24,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2013, 2014]",094-171-010,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),129-280-12,WA,PARCEL_SPLIT,5,20,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",129-301-01,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),129-280-13,WA,PARCEL_SPLIT,5,20,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",129-301-02,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-10-501-001,DG,PARCEL_SPLIT,10,20,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015]",1418-10-501-013,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-15-201-001,DG,PARCEL_SPLIT,10,20,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015]",1418-15-201-005,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),097-092-003,PL,PARCEL_SPLIT,9,18,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",097-092-012,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),112-060-017,PL,PARCEL_SPLIT,9,18,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",112-060-034,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-032-27,WA,PARCEL_SPLIT,6,18,"[2020, 2021, 2022, 2023, 2024, 2025]","[2017, 2018, 2019]",123-032-29,intersect,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-15-801-005,DG,PARCEL_SPLIT,9,18,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",1418-15-801-010,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-401-009,DG,PARCEL_SPLIT,9,18,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",1418-34-401-029,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),021-321-029,,PARCEL_NEW,8,16,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",NEVER,021-321-036,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),028-011-019,,PARCEL_NEW,8,16,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",NEVER,028-340-024,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),083-202-006,PL,PARCEL_SPLIT,11,16,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2013, 2014]",083-202-017,intersect,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-10-702-007,DG,PARCEL_SPLIT,8,16,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",1418-10-702-010,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-201-001,DG,PARCEL_SPLIT,8,16,"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",1418-34-201-010,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-191-001,PL,PARCEL_SPLIT,5,15,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",084-191-003,intersect,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),016-300-059,,PARCEL_NEW,14,14,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",NEVER,"016-300-064, 016-300-59",intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),112-190-040,PL,PARCEL_NEW,14,14,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",NEVER,"112-190-063, 112-190-064",intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),090-222-051,PL,PARCEL_SPLIT,2,14,"[2013, 2014]","[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-222-013,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),016-091-050,,PARCEL_NEW,13,13,"[2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",NEVER,"016-091-065, 016-091-50",intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),097-130-029,PL,UNKNOWN,13,13,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",[2013],097-130-042,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),126-080-25,WA,UNKNOWN,13,13,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",[2013],"126-080-26, 126-080-27, 126-080-28",intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
