row_index,reason,raw_apn,value
42612,noncanonical_category_2023,132-490-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42613,noncanonical_category_2023,132-490-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42667,noncanonical_category_2023,132-570-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42668,noncanonical_category_2023,132-570-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42669,noncanonical_category_2023,132-570-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42670,noncanonical_category_2023,132-570-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42671,noncanonical_category_2023,132-570-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42672,noncanonical_category_2023,132-570-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42673,noncanonical_category_2023,132-570-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42674,noncanonical_category_2023,132-570-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42675,noncanonical_category_2023,132-570-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42676,noncanonical_category_2023,132-570-10,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42677,noncanonical_category_2023,132-570-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42678,noncanonical_category_2023,132-570-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42679,noncanonical_category_2023,132-570-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42680,noncanonical_category_2023,132-570-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42681,noncanonical_category_2023,132-570-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42682,noncanonical_category_2023,132-570-16,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42683,noncanonical_category_2023,132-570-17,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42684,noncanonical_category_2023,132-570-18,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42685,noncanonical_category_2023,132-570-19,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42686,noncanonical_category_2023,132-570-20,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42687,noncanonical_category_2023,132-570-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42688,noncanonical_category_2023,132-570-22,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42689,noncanonical_category_2023,132-570-23,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42690,noncanonical_category_2023,132-570-24,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42691,noncanonical_category_2023,132-570-25,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42692,noncanonical_category_2023,132-570-26,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42693,noncanonical_category_2023,132-570-27,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42694,noncanonical_category_2023,132-570-28,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42695,noncanonical_category_2023,132-570-29,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42696,noncanonical_category_2023,132-570-30,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42697,noncanonical_category_2023,132-570-31,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42698,noncanonical_category_2023,132-570-32,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42704,noncanonical_category_2023,132-582-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42713,noncanonical_category_2023,132-611-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42714,noncanonical_category_2023,132-611-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42715,noncanonical_category_2023,132-611-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42716,noncanonical_category_2023,132-611-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42717,noncanonical_category_2023,132-611-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42718,noncanonical_category_2023,132-612-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42719,noncanonical_category_2023,132-620-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42720,noncanonical_category_2023,132-620-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42721,noncanonical_category_2023,132-620-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42722,noncanonical_category_2023,132-620-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42723,noncanonical_category_2023,132-620-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42724,noncanonical_category_2023,132-620-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42725,noncanonical_category_2023,132-621-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42726,noncanonical_category_2023,132-621-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42727,noncanonical_category_2023,132-621-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42728,noncanonical_category_2023,132-621-04,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42729,noncanonical_category_2023,132-621-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42730,noncanonical_category_2023,132-621-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42733,noncanonical_category_2023,1418-02-410-001,Correction Based on County Data
42734,noncanonical_category_2023,1418-02-410-002,Correction Based on County Data
42736,noncanonical_category_2023,1418-03-301-007,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42741,noncanonical_category_2023,1418-03-401-007,Correction Based on County Data
42747,noncanonical_category_2023,1418-03-401-015,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42749,noncanonical_category_2023,1418-03-401-017,Correction Based on County Data
42751,noncanonical_category_2023,1418-03-402-002,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42804,noncanonical_category_2023,1418-10-401-001,Unit(s) Added Based on GIS (Errors)
42806,noncanonical_category_2023,1418-10-501-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42818,noncanonical_category_2023,1418-10-502-002,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42844,noncanonical_category_2023,1418-10-601-002,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42846,noncanonical_category_2023,1418-10-602-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
42855,noncanonical_category_2023,1418-10-702-005,Correction Based on County Data
42858,noncanonical_category_2023,1418-10-702-008,Correction Based on County Data
42943,noncanonical_category_2023,1418-10-801-009,Unit(s) Added Based on GIS (Errors)
42946,noncanonical_category_2023,1418-10-802-002,Over-Correction
42947,noncanonical_category_2023,1418-10-802-003,Correction Based on County Data
42948,noncanonical_category_2023,1418-10-802-005,Correction Based on County Data
42949,noncanonical_category_2023,1418-10-802-007,Correction Based on County Data
42950,noncanonical_category_2023,1418-10-802-008,Correction Based on County Data
43005,noncanonical_category_2023,1418-11-401-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43059,noncanonical_category_2023,1418-15-110-015,Vacant Parcel
43060,noncanonical_category_2023,1418-15-110-016,Vacant Parcel
43061,noncanonical_category_2023,1418-15-110-017,Vacant Parcel
43062,noncanonical_category_2023,1418-15-110-018,Vacant Parcel
43065,noncanonical_category_2023,1418-15-201-002,Correction Based on County Data
43066,noncanonical_category_2023,1418-15-201-003,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43067,noncanonical_category_2023,1418-15-301-004,Correction Based on County Data
43070,noncanonical_category_2023,1418-15-510-004,Vacant Parcel
43081,noncanonical_category_2023,1418-15-511-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43091,noncanonical_category_2023,1418-15-511-015,Vacant Parcel
43103,noncanonical_category_2023,1418-15-701-003,Correction Based on County Data
43107,noncanonical_category_2023,1418-15-701-011,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43110,noncanonical_category_2023,1418-15-801-001,Correction Based on County Data
43121,noncanonical_category_2023,1418-22-501-009,Corrections - Units Removed Based on County Data
43122,noncanonical_category_2023,1418-22-501-010,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43147,noncanonical_category_2023,1418-22-611-007,Correction Based on County Data
43148,noncanonical_category_2023,1418-22-611-027,Correction Based on County Data
43151,noncanonical_category_2023,1418-27-210-003,Correction Based on County Data
43161,noncanonical_category_2023,1418-27-210-014,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43162,noncanonical_category_2023,1418-27-210-015,Over-Correction
43168,noncanonical_category_2023,1418-27-210-029,Correction Based on County Data
43200,noncanonical_category_2023,1418-27-601-004,Correction Based on County Data
43201,noncanonical_category_2023,1418-27-601-005,Correction Based on County Data
43202,noncanonical_category_2023,1418-27-601-008,Correction Based on County Data
43267,noncanonical_category_2023,1418-34-101-001,Over-Correction
43270,noncanonical_category_2023,1418-34-110-001,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43274,noncanonical_category_2023,1418-34-110-005,Correction Based on County Data
43275,noncanonical_category_2023,1418-34-110-007,Vacant Parcel
43290,noncanonical_category_2023,1418-34-110-024,Over-Correction
43296,noncanonical_category_2023,1418-34-110-032,Correction Based on County Data
43299,noncanonical_category_2023,1418-34-110-035,Correction Based on County Data
43301,noncanonical_category_2023,1418-34-110-038,Correction Based on County Data
43302,noncanonical_category_2023,1418-34-110-039,Vacant Parcel
43304,noncanonical_category_2023,1418-34-110-041,Correction Based on County Data
43308,noncanonical_category_2023,1418-34-110-046,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43309,noncanonical_category_2023,1418-34-110-048,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43310,noncanonical_category_2023,1418-34-110-050,Correction Based on County Data
43311,noncanonical_category_2023,1418-34-110-051,Correction Based on County Data
43312,noncanonical_category_2023,1418-34-110-052,Correction Based on County Data
43313,noncanonical_category_2023,1418-34-110-053,Correction Based on County Data
43314,noncanonical_category_2023,1418-34-110-054,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43315,noncanonical_category_2023,1418-34-110-059,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
43365,noncanonical_category_2023,1418-34-201-001,Over-Correction
43380,noncanonical_category_2023,1418-34-210-006,Unit(s) Added Based on GIS (Errors)
43415,noncanonical_category_2023,1418-34-211-028,Correction Based on County Data
43430,noncanonical_category_2023,1418-34-211-046,Correction Based on County Data
43432,noncanonical_category_2023,1418-34-301-002,Correction Based on County Data
43433,noncanonical_category_2023,1418-34-301-003,Correction Based on County Data
43436,noncanonical_category_2023,1418-34-301-006,Correction Based on County Data
43437,noncanonical_category_2023,1418-34-301-007,Correction Based on County Data
43438,noncanonical_category_2023,1418-34-302-001,Corrections - Units Removed Based on County Data
43455,noncanonical_category_2023,1418-34-310-001,Correction Based on County Data
