Residential Allocation Number,Development Right Pool,Issuance Year,Type,Sequence,Allocation Status,Transaction,Pool,Previous Transaction(s),Receiving Parcel APN,Construction Status
EL-14-O-47,EL,2014,O,47,Allocated,EDCCA-ALLOC-596,Residential Allocation - El Dorado County,,033-682-008,Completed
EL-15-O-01,EL,2015,O,1,Allocated,EDCCA-ALLOC-398,Residential Allocation - El Dorado County,,033-291-018,Completed
EL-15-O-02,EL,2015,O,2,Allocated,EDCCA-ALLOC-557,Residential Allocation - El Dorado County,,032-341-009,Completed
EL-15-O-03,EL,2015,O,3,Allocated,EDCCA-ALLOC-340,Residential Allocation - El Dorado County,,033-861-011,Completed
EL-15-O-04,EL,2015,O,4,Allocated,EDCCA-ALLOC-456,Residential Allocation - El Dorado County,,025-432-020,Completed
EL-15-O-05,EL,2015,O,5,Allocated,EDCCA-ALLOC-587,Residential Allocation - El Dorado County,,034-294-006,Completed
EL-15-O-06,EL,2015,O,6,Allocated,EDCCA-ALLOC-559,Residential Allocation - El Dorado County,,034-112-017,Completed
EL-15-R-07,EL,2015,R,7,Allocated,TRPA-ALLOC-745,Residential Allocation - El Dorado County,EDCCA-ALLOC-635,081-074-004,Completed
EL-15-O-08,EL,2015,O,8,Allocated,EDCCA-ALLOC-452,Residential Allocation - El Dorado County,,081-072-009,Completed
EL-15-O-09,EL,2015,O,9,Allocated,EDCCA-ALLOC-408,Residential Allocation - El Dorado County,,014-284-005,Completed
EL-15-O-10,EL,2015,O,10,Allocated,EDCCA-ALLOC-397,Residential Allocation - El Dorado County,,036-547-001,Completed
EL-15-O-11,EL,2015,O,11,Allocated,EDCCA-ALLOC-499,Residential Allocation - El Dorado County,,014-262-003,Completed
EL-15-O-12,EL,2015,O,12,Allocated,EDCCA-ALLOC-450,Residential Allocation - El Dorado County,,016-513-012,Completed
EL-15-O-13,EL,2015,O,13,Allocated,EDCCA-ALLOC-403,Residential Allocation - El Dorado County,,025-592-012,Completed
EL-15-O-14,EL,2015,O,14,Allocated,EDCCA-ALLOC-396,Residential Allocation - El Dorado County,,015-213-25,Completed
EL-15-O-15,EL,2015,O,15,Allocated,EDCCA-ALLOC-495,Residential Allocation - El Dorado County,,080-155-024,Completed
EL-15-O-16,EL,2015,O,16,Allocated,EDCCA-ALLOC-498,Residential Allocation - El Dorado County,,081-102-006,Completed
EL-15-O-17,EL,2015,O,17,Allocated,EDCCA-ALLOC-727,Residential Allocation - El Dorado County,,081-091-011,Completed
EL-15-O-18,EL,2015,O,18,Allocated,EDCCA-ALLOC-501,Residential Allocation - El Dorado County,,081-153-006,Completed
EL-15-O-19,EL,2015,O,19,Allocated,EDCCA-ALLOC-457,Residential Allocation - El Dorado County,,033-574-007,Completed
EL-15-O-20,EL,2015,O,20,Allocated,EDCCA-ALLOC-497,Residential Allocation - El Dorado County,,034-512-011,Completed
EL-15-O-21,EL,2015,O,21,Allocated,EDCCA-ALLOC-496,Residential Allocation - El Dorado County,,034-701-005,Completed
EL-15-O-22,EL,2015,O,22,Allocated,EDCCA-ALLOC-565,Residential Allocation - El Dorado County,,015-104-021,Not Completed
EL-15-O-23,EL,2015,O,23,Allocated,EDCCA-ALLOC-451,Residential Allocation - El Dorado County,,035-292-002,Completed
EL-15-O-24,EL,2015,O,24,Allocated,EDCCA-ALLOC-593,Residential Allocation - El Dorado County,,080-154-014,Completed
EL-15-O-25,EL,2015,O,25,Allocated,EDCCA-ALLOC-502,Residential Allocation - El Dorado County,,034-727-012,Completed
EL-15-O-26,EL,2015,O,26,Allocated,EDCCA-ALLOC-504,Residential Allocation - El Dorado County,,014-302-015,Completed
EL-15-O-27,EL,2015,O,27,Allocated,EDCCA-ALLOC-449,Residential Allocation - El Dorado County,,034-453-006,Completed
EL-15-O-28,EL,2015,O,28,Allocated,EDCCA-ALLOC-453,Residential Allocation - El Dorado County,,036-422-010,Completed
EL-15-O-29,EL,2015,O,29,Allocated,EDCCA-ALLOC-567,Residential Allocation - El Dorado County,,033-402-001,Completed
EL-15-O-30,EL,2015,O,30,Allocated,EDCCA-ALLOC-554,Residential Allocation - El Dorado County,,025-791-002,Completed
EL-16-O-01,EL,2016,O,1,Allocated,EDCCA-ALLOC-526,Residential Allocation - El Dorado County,,035-211-010,Completed
EL-16-O-02,EL,2016,O,2,Allocated,EDCCA-ALLOC-720,Residential Allocation - El Dorado County,,080-163-011,Completed
EL-16-O-03,EL,2016,O,3,Allocated,EDCCA-ALLOC-562,Residential Allocation - El Dorado County,,033-854-006,Completed
EL-16-O-04,EL,2016,O,4,Allocated,EDCCA-ALLOC-594,Residential Allocation - El Dorado County,,033-678-013,Completed
EL-16-O-05,EL,2016,O,5,Allocated,EDCCA-ALLOC-708,Residential Allocation - El Dorado County,,034-266-003,Completed
EL-16-O-06,EL,2016,O,6,Allocated,EDCCA-ALLOC-591,Residential Allocation - El Dorado County,,034-792-010,Completed
EL-16-O-07,EL,2016,O,7,Allocated,EDCCA-ALLOC-576,Residential Allocation - El Dorado County,,015-265-003,Completed
EL-16-O-08,EL,2016,O,8,Allocated,EDCCA-ALLOC-742,Residential Allocation - El Dorado County,,015-104-09,Completed
EL-16-O-09,EL,2016,O,9,Allocated,TRPA-ALLOC-816,Residential Allocation - El Dorado County,,034-253-012,Completed
EL-16-O-10,EL,2016,O,10,Allocated,EDCCA-ALLOC-724,Residential Allocation - El Dorado County,,034-665-001,Completed
EL-16-O-11,EL,2016,O,11,Allocated,EDCCA-ALLOC-560,Residential Allocation - El Dorado County,,035-246-017,Completed
EL-16-O-12,EL,2016,O,12,Allocated,EDCCA-ALLOC-561,Residential Allocation - El Dorado County,,035-272-009,Completed
EL-16-O-13,EL,2016,O,13,Allocated,EDCCA-ALLOC-564,Residential Allocation - El Dorado County,,033-465-010,Completed
EL-16-O-14,EL,2016,O,14,Allocated,EDCCA-ALLOC-563,Residential Allocation - El Dorado County,,015-311-017,Completed
EL-16-O-15,EL,2016,O,15,Allocated,EDCCA-ALLOC-821,Residential Allocation - El Dorado County,,035-246-010,Completed
EL-16-O-16,EL,2016,O,16,Allocated,EDCCA-ALLOC-732,Residential Allocation - El Dorado County,,034-313-008,Completed
EL-16-O-17,EL,2016,O,17,Allocated,EDCCA-ALLOC-566,Residential Allocation - El Dorado County,,081-102-007,Completed
EL-16-O-18,EL,2016,O,18,Allocated,EDCCA-ALLOC-1716,Residential Allocation - El Dorado County,,033-864-010,Completed
EL-16-O-19,EL,2016,O,19,Allocated,EDCCA-ALLOC-711,Residential Allocation - El Dorado County,,033-857-020,Completed
EL-16-O-20,EL,2016,O,20,Allocated,EDCCA-ALLOC-740,Residential Allocation - El Dorado County,,081-121-001,Completed
EL-16-O-21,EL,2016,O,21,Allocated,EDCCA-ALLOC-558,Residential Allocation - El Dorado County,,035-144-004,Completed
EL-16-O-22,EL,2016,O,22,Allocated,EDCCA-ALLOC-568,Residential Allocation - El Dorado County,,014-322-008,Completed
EL-16-O-23,EL,2016,O,23,Allocated,EDCCA-ALLOC-741,Residential Allocation - El Dorado County,,080-163-018,Completed
EL-16-O-24,EL,2016,O,24,Allocated,EDCCA-ALLOC-455,Residential Allocation - El Dorado County,,036-380-024,Completed
EL-16-O-25,EL,2016,O,25,Allocated,TRPA-ALLOC-771,Residential Allocation - El Dorado County,,025-831-032,Completed
EL-16-O-26,EL,2016,O,26,Allocated,EDCCA-ALLOC-571,Residential Allocation - El Dorado County,,033-312-016,Completed
EL-16-O-27,EL,2016,O,27,Allocated,EDCCA-ALLOC-726,Residential Allocation - El Dorado County,,081-042-021,Completed
EL-16-O-28,EL,2016,O,28,Allocated,EDCCA-ALLOC-588,Residential Allocation - El Dorado County,,081-064-016,Completed
EL-16-O-29,EL,2016,O,29,Allocated,TRPA-ALLOC-768,Residential Allocation - El Dorado County,,034-267-008,Completed
EL-16-O-30,EL,2016,O,30,Allocated,EDCCA-ALLOC-579,Residential Allocation - El Dorado County,,025-832-003,Completed
EL-17-O-01,EL,2017,O,1,Allocated,EDCCA-ALLOC-1717,Residential Allocation - El Dorado County,,034-682-003,Completed
EL-17-O-02,EL,2017,O,2,Allocated,EDCCA-ALLOC-943,Residential Allocation - El Dorado County,,032-343-005,Completed
EL-17-O-03,EL,2017,O,3,Allocated,EDCCA-ALLOC-2019,Residential Allocation - El Dorado County,,033-441-028,Completed
EL-17-O-04,EL,2017,O,4,Allocated,EDCCA-ALLOC-829,Residential Allocation - El Dorado County,,033-423-013,Completed
EL-17-O-05,EL,2017,O,5,Allocated,EDCCA-ALLOC-729,Residential Allocation - El Dorado County,,034-515-004,Completed
EL-17-O-06,EL,2017,O,6,Allocated,TRPA-ALLOC-802,Residential Allocation - El Dorado County,,016-101-031,Completed
EL-17-O-07,EL,2017,O,7,Allocated,EDCCA-ALLOC-712,Residential Allocation - El Dorado County,,025-721-009,Completed
EL-17-O-08,EL,2017,O,8,Allocated,EDCCA-ALLOC-719,Residential Allocation - El Dorado County,,034-772-001,Completed
EL-17-O-09,EL,2017,O,9,Allocated,EDCCA-ALLOC-722,Residential Allocation - El Dorado County,,034-266-007,Completed
EL-17-O-10,EL,2017,O,10,Allocated,EDCCA-ALLOC-1974,Residential Allocation - El Dorado County,,016-432-016,Completed
EL-17-O-11,EL,2017,O,11,Allocated,EDCCA-ALLOC-734,Residential Allocation - El Dorado County,,033-285-004,Completed
EL-17-O-12,EL,2017,O,12,Allocated,EDCCA-ALLOC-555,Residential Allocation - El Dorado County,,034-152-022,Completed
EL-17-O-13,EL,2017,O,13,Allocated,EDCCA-ALLOC-1298,Residential Allocation - El Dorado County,,080-081-010,Completed
EL-17-O-14,EL,2017,O,14,Allocated,EDCCA-ALLOC-578,Residential Allocation - El Dorado County,,025-821-017,Completed
EL-17-O-15,EL,2017,O,15,Allocated,EDCCA-ALLOC-574,Residential Allocation - El Dorado County,,025-803-009,Completed
EL-17-O-16,EL,2017,O,16,Allocated,EDCCA-ALLOC-585,Residential Allocation - El Dorado County,,034-331-009,Completed
EL-17-O-17,EL,2017,O,17,Allocated,EDCCA-ALLOC-572,Residential Allocation - El Dorado County,,025-352-009,Completed
EL-17-O-18,EL,2017,O,18,Allocated,EDCCA-ALLOC-573,Residential Allocation - El Dorado County,,015-031-007,Completed
EL-17-O-19,EL,2017,O,19,Allocated,EDCCA-ALLOC-575,Residential Allocation - El Dorado County,,016-281-003,Completed
EL-17-O-20,EL,2017,O,20,Allocated,EDCCA-ALLOC-586,Residential Allocation - El Dorado County,,015-062-011,Completed
EL-17-O-21,EL,2017,O,21,Allocated,EDCCA-ALLOC-707,Residential Allocation - El Dorado County,,034-097-013,Completed
EL-17-O-22,EL,2017,O,22,Allocated,EDCCA-ALLOC-577,Residential Allocation - El Dorado County,,034-482-004,Completed
EL-17-O-23,EL,2017,O,23,Allocated,EDCCA-ALLOC-824,Residential Allocation - El Dorado County,,034-452-003,Completed
EL-17-O-24,EL,2017,O,24,Allocated,EDCCA-ALLOC-1305,Residential Allocation - El Dorado County,,033-283-004,Completed
EL-17-O-25,EL,2017,O,25,Allocated,EDCCA-ALLOC-705,Residential Allocation - El Dorado County,,034-242-002,Completed
EL-17-O-26,EL,2017,O,26,Allocated,EDCCA-ALLOC-723,Residential Allocation - El Dorado County,,033-643-004,Completed
EL-17-O-27,EL,2017,O,27,Allocated,EDCCA-ALLOC-715,Residential Allocation - El Dorado County,,080-145-002,Completed
EL-17-O-28,EL,2017,O,28,Allocated,EDCCA-ALLOC-569,Residential Allocation - El Dorado County,,025-312-021,Completed
EL-17-O-29,EL,2017,O,29,Allocated,EDCCA-ALLOC-709,Residential Allocation - El Dorado County,,034-093-002,Completed
EL-17-O-30,EL,2017,O,30,Allocated,EDCCA-ALLOC-556,Residential Allocation - El Dorado County,,015-315-002,Completed
EL-18-O-01,EL,2018,O,1,Allocated,EDCCA-ALLOC-589,Residential Allocation - El Dorado County,,034-112-008,Completed
EL-18-O-02,EL,2018,O,2,Allocated,EDCCA-ALLOC-718,Residential Allocation - El Dorado County,,036-451-005,Completed
EL-18-O-03,EL,2018,O,3,Allocated,EDCCA-ALLOC-592,Residential Allocation - El Dorado County,,025-342-017,Completed
EL-18-O-04,EL,2018,O,4,Allocated,EDCCA-ALLOC-590,Residential Allocation - El Dorado County,,015-062-018,Completed
EL-18-O-05,EL,2018,O,5,Allocated,TRPA-ALLOC-815,Residential Allocation - El Dorado County,,034-192-013,Completed
EL-18-O-06,EL,2018,O,6,Allocated,EDCCA-ALLOC-731,Residential Allocation - El Dorado County,,033-642-003,Completed
EL-18-O-07,EL,2018,O,7,Allocated,EDCCA-ALLOC-728,Residential Allocation - El Dorado County,,015-370-025,Completed
EL-18-O-08,EL,2018,O,8,Allocated,EDCCA-ALLOC-849,Residential Allocation - El Dorado County,,080-061-001,Completed
EL-18-O-09,EL,2018,O,9,Allocated,EDCCA-ALLOC-725,Residential Allocation - El Dorado County,,033-413-003,Completed
EL-18-O-10,EL,2018,O,10,Allocated,EDCCA-ALLOC-846,Residential Allocation - El Dorado County,,035-213-009,Completed
EL-18-O-11,EL,2018,O,11,Allocated,EDCCA-ALLOC-738,Residential Allocation - El Dorado County,,033-422-029,Completed
EL-18-O-12,EL,2018,O,12,Allocated,EDCCA-ALLOC-713,Residential Allocation - El Dorado County,,081-042-001,Completed
EL-18-O-13,EL,2018,O,13,Allocated,EDCCA-ALLOC-842,Residential Allocation - El Dorado County,,034-294-015,Completed
EL-18-O-14,EL,2018,O,14,Allocated,EDCCA-ALLOC-730,Residential Allocation - El Dorado County,,081-131-006,Completed
EL-18-O-15,EL,2018,O,15,Allocated,EDCCA-ALLOC-743,Residential Allocation - El Dorado County,,025-303-003,Completed
EL-18-O-16,EL,2018,O,16,Allocated,EDCCA-ALLOC-736,Residential Allocation - El Dorado County,,034-382-006,Completed
EL-18-O-17,EL,2018,O,17,Allocated,EDCCA-ALLOC-739,Residential Allocation - El Dorado County,,034-753-015,Completed
EL-18-O-18,EL,2018,O,18,Allocated,EDCCA-ALLOC-737,Residential Allocation - El Dorado County,,015-314-005,Completed
EL-18-O-19,EL,2018,O,19,Allocated,EDCCA-ALLOC-710,Residential Allocation - El Dorado County,,034-531-011,Completed
EL-18-O-20,EL,2018,O,20,Allocated,EDCCA-ALLOC-855,Residential Allocation - El Dorado County,,080-147-006,Completed
EL-18-O-21,EL,2018,O,21,Allocated,EDCCA-ALLOC-1097,Residential Allocation - El Dorado County,,025-734-007,Completed
EL-18-O-22,EL,2018,O,22,Allocated,EDCCA-ALLOC-1299,Residential Allocation - El Dorado County,,034-132-001,Completed
EL-18-O-23,EL,2018,O,23,Allocated,EDCCA-ALLOC-835,Residential Allocation - El Dorado County,,036-543-010,Completed
EL-18-O-24,EL,2018,O,24,Allocated,EDCCA-ALLOC-1824,Residential Allocation - El Dorado County,,033-781-001,Completed
EL-18-O-25,EL,2018,O,25,Allocated,EDCCA-ALLOC-721,Residential Allocation - El Dorado County,,033-302-003,Completed
EL-18-O-26,EL,2018,O,26,Allocated,EDCCA-ALLOC-706,Residential Allocation - El Dorado County,,015-370-015,Completed
EL-18-O-27,EL,2018,O,27,Allocated,EDCCA-ALLOC-1096,Residential Allocation - El Dorado County,,033-371-025,Completed
EL-18-O-28,EL,2018,O,28,Allocated,EDCCA-ALLOC-1320,Residential Allocation - El Dorado County,,035-131-002,Completed
EL-18-O-29,EL,2018,O,29,Allocated,EDCCA-ALLOC-714,Residential Allocation - El Dorado County,,034-283-025,Completed
EL-18-O-30,EL,2018,O,30,Allocated,EDCCA-ALLOC-735,Residential Allocation - El Dorado County,,014-234-011,Completed
EL-19-O-01,EL,2019,O,1,Allocated,EDCCA-ALLOC-933,Residential Allocation - El Dorado County,,033-631-016,Completed
EL-19-O-02,EL,2019,O,2,Allocated,EDCCA-ALLOC-940,Residential Allocation - El Dorado County,,034-111-004,Completed
EL-19-O-03,EL,2019,O,3,Allocated,EDCCA-ALLOC-939,Residential Allocation - El Dorado County,,081-062-012,Completed
EL-19-O-04,EL,2019,O,4,Allocated,EDCCA-ALLOC-2017,Residential Allocation - El Dorado County,,035-231-018,Completed
EL-19-O-05,EL,2019,O,5,Allocated,EDCCA-ALLOC-880,Residential Allocation - El Dorado County,,033-841-015,Completed
EL-19-O-06,EL,2019,O,6,Allocated,EDCCA-ALLOC-934,Residential Allocation - El Dorado County,,034-251-004,Completed
EL-19-O-07,EL,2019,O,7,Allocated,EDCCA-ALLOC-1293,Residential Allocation - El Dorado County,,014-232-001,Completed
EL-19-O-08,EL,2019,O,8,Allocated,EDCCA-ALLOC-942,Residential Allocation - El Dorado County,,080-081-020,Completed
EL-19-O-09,EL,2019,O,9,Allocated,EDCCA-ALLOC-932,Residential Allocation - El Dorado County,,032-342-006,Completed
EL-19-O-10,EL,2019,O,10,Allocated,EDCCA-ALLOC-850,Residential Allocation - El Dorado County,,033-841-024,Completed
EL-19-O-11,EL,2019,O,11,Allocated,EDCCA-ALLOC-854,Residential Allocation - El Dorado County,,035-246-008,Completed
EL-19-O-12,EL,2019,O,12,Allocated,EDCCA-ALLOC-1315,Residential Allocation - El Dorado County,,034-092-011,Completed
EL-19-O-13,EL,2019,O,13,Allocated,EDCCA-ALLOC-856,Residential Allocation - El Dorado County,,034-682-029,Completed
EL-19-O-14,EL,2019,O,14,Allocated,EDCCA-ALLOC-935,Residential Allocation - El Dorado County,,034-712-026,Completed
EL-19-O-15,EL,2019,O,15,Allocated,EDCCA-ALLOC-1720,Residential Allocation - El Dorado County,,025-303-002,Completed
EL-19-O-16,EL,2019,O,16,Allocated,EDCCA-ALLOC-858,Residential Allocation - El Dorado County,,034-754-007,Completed
EL-19-O-17,EL,2019,O,17,Allocated,EDCCA-ALLOC-1318,Residential Allocation - El Dorado County,,033-213-008,Completed
EL-19-O-18,EL,2019,O,18,Allocated,EDCCA-ALLOC-1291,Residential Allocation - El Dorado County,,036-546-006,Completed
EL-19-O-19,EL,2019,O,19,Allocated,EDCCA-ALLOC-859,Residential Allocation - El Dorado County,,034-654-006,Completed
EL-19-O-20,EL,2019,O,20,Allocated,EDCCA-ALLOC-936,Residential Allocation - El Dorado County,,034-172-005,Completed
EL-19-O-21,EL,2019,O,21,Allocated,EDCCA-ALLOC-938,Residential Allocation - El Dorado County,,015-152-010,Completed
EL-19-O-22,EL,2019,O,22,Allocated,EDCCA-ALLOC-1317,Residential Allocation - El Dorado County,,033-472-005,Completed
EL-19-O-23,EL,2019,O,23,Allocated,EDCCA-ALLOC-1477,Residential Allocation - El Dorado County,,014-352-005,Completed
EL-19-O-24,EL,2019,O,24,Allocated,EDCCA-ALLOC-861,Residential Allocation - El Dorado County,,033-304-007,Completed
EL-19-O-25,EL,2019,O,25,Allocated,EDCCA-ALLOC-1314,Residential Allocation - El Dorado County,,035-131-004,Completed
EL-19-O-26,EL,2019,O,26,Allocated,EDCCA-ALLOC-1296,Residential Allocation - El Dorado County,,025-591-007,Completed
EL-19-O-27,EL,2019,O,27,Allocated,EDCCA-ALLOC-1861,Residential Allocation - El Dorado County,,033-465-015,Completed
EL-19-O-28,EL,2019,O,28,Allocated,EDCCA-ALLOC-1306,Residential Allocation - El Dorado County,,025-743-005,Completed
EL-19-O-29,EL,2019,O,29,Allocated,EDCCA-ALLOC-1307,Residential Allocation - El Dorado County,,033-813-005,Completed
EL-19-O-30,EL,2019,O,30,Allocated,EDCCA-ALLOC-2073,Residential Allocation - El Dorado County,,034-171-003,Not Completed
EL-20-O-01,EL,2020,O,1,Allocated,EDCCA-ALLOC-1474,Residential Allocation - El Dorado County,,034-172-012,Completed
EL-20-O-02,EL,2020,O,2,Allocated,EDCCA-ALLOC-1321,Residential Allocation - El Dorado County,,081-062-002,Completed
EL-20-O-03,EL,2020,O,3,Allocated,EDCCA-ALLOC-941,Residential Allocation - El Dorado County,,015-370-22,Completed
EL-20-O-04,EL,2020,O,4,Allocated,EDCCA-ALLOC-1297,Residential Allocation - El Dorado County,,033-643-011,Completed
EL-20-O-05,EL,2020,O,5,Allocated,EDCCA-ALLOC-1991,Residential Allocation - El Dorado County,,034-443-001,Completed
EL-20-O-06,EL,2020,O,6,Allocated,EDCCA-ALLOC-1308,Residential Allocation - El Dorado County,,036-413-006,Completed
EL-20-O-07,EL,2020,O,7,Allocated,EDCCA-ALLOC-2312,Residential Allocation - El Dorado County,,016-382-016,Not Completed
EL-20-O-08,EL,2020,O,8,Allocated,EDCCA-ALLOC-1316,Residential Allocation - El Dorado County,,034-171-016,Completed
EL-20-O-09,EL,2020,O,9,Allocated,EDCCA-ALLOC-1437,Residential Allocation - El Dorado County,,015-253-026,Completed
EL-20-O-10,EL,2020,O,10,Allocated,EDCCA-ALLOC-1295,Residential Allocation - El Dorado County,,015-202-001,Completed
EL-20-O-11,EL,2020,O,11,Allocated,EDCCA-ALLOC-1322,Residential Allocation - El Dorado County,,015-033-017,Completed
EL-20-O-12,EL,2020,O,12,Allocated,EDCCA-ALLOC-1802,Residential Allocation - El Dorado County,,014-301-007,Completed
EL-20-O-13,EL,2020,O,13,Allocated,EDCCA-ALLOC-2324,Residential Allocation - El Dorado County,,080-114-010,Completed
EL-20-O-14,EL,2020,O,14,Allocated,EDCCA-ALLOC-1095,Residential Allocation - El Dorado County,,025-743-015,Completed
EL-20-O-15,EL,2020,O,15,Allocated,EDCCA-ALLOC-1458,Residential Allocation - El Dorado County,,033-715-003,Completed
EL-20-O-16,EL,2020,O,16,Allocated,EDCCA-ALLOC-1319,Residential Allocation - El Dorado County,,033-882-001,Completed
